date_time,temp,clouds_all,rain_1h,traffic_volume,toll_collected
17-01-2022 14:00,10.32657005,88.72831512,7.385922212,69,42
17-01-2022 15:00,13.7046465,76.50699492,5.2658426,73,24
17-01-2022 16:00,18.02519002,31.35906117,8.866832208,68,48
17-01-2022 17:00,28.58582835,36.55390281,8.309087978,77,48
17-01-2022 18:00,11.9922986,20.12667658,0.316054428,33,47
17-01-2022 19:00,28.90603067,48.71481269,5.684190429,102,33
17-01-2022 20:00,27.38977061,99.03685221,6.091612644,117,33
17-01-2022 21:00,19.08324794,91.2150953,9.615751443,99,38
17-01-2022 22:00,16.53401764,11.8349434,0.232366267,36,23
17-01-2022 23:00,14.65488259,2.519028929,5.31103771,35,26
18-01-2022 00:00,22.28929413,89.86376684,2.047813619,92,16
18-01-2022 01:00,10.66149183,53.71701279,0.536629063,57,31
18-01-2022 02:00,10.31212129,20.01898882,5.874885247,42,41
18-01-2022 03:00,18.57591445,67.36532696,7.726041436,78,12
18-01-2022 04:00,11.36148148,64.42231779,7.748654492,72,24
18-01-2022 05:00,15.03881976,12.20856068,0.302884102,35,47
18-01-2022 06:00,14.42321831,25.96002335,4.069464003,56,23
18-01-2022 07:00,15.06382387,6.007796431,0.445096271,31,26
18-01-2022 08:00,12.62110462,20.98604739,2.47838647,34,17
18-01-2022 09:00,10.24072446,13.23056749,1.928807028,31,41
18-01-2022 10:00,12.30968594,19.32362925,2.151825792,42,15
18-01-2022 11:00,22.36960519,68.54671459,3.39118414,89,24
18-01-2022 12:00,29.48512426,4.949974426,2.774180418,66,43
18-01-2022 13:00,29.80690003,10.18546152,9.622799113,74,42
18-01-2022 14:00,18.18108191,13.41736381,3.5240712,46,43
18-01-2022 15:00,13.25908852,31.6541121,8.941725153,46,36
18-01-2022 16:00,22.77523515,29.87503109,1.810416715,59,17
18-01-2022 17:00,19.80610693,25.50637853,7.637468672,63,26
18-01-2022 18:00,29.78819555,75.05366534,0.61345536,100,12
18-01-2022 19:00,11.30608414,99.80227878,4.627612295,78,17
18-01-2022 20:00,25.66468877,53.39779236,0.055104402,78,23
18-01-2022 21:00,15.76796995,94.42027179,8.102907631,89,37
18-01-2022 22:00,14.8283724,39.66101121,9.50486036,67,15
18-01-2022 23:00,23.25009143,10.66824468,0.351073708,48,34
19-01-2022 00:00,14.9212637,40.87738295,9.338463615,68,34
19-01-2022 01:00,23.31718235,29.61277734,7.738538915,83,24
19-01-2022 02:00,20.34617034,49.34069623,3.588615788,73,20
19-01-2022 03:00,18.48177977,65.70436769,9.088765512,81,45
19-01-2022 04:00,21.09375617,46.10502192,2.962572713,67,11
19-01-2022 05:00,15.7410304,93.51605121,4.092953122,90,11
19-01-2022 06:00,24.13149413,88.47648223,0.967112622,88,30
19-01-2022 07:00,18.29713739,70.19775952,6.569389619,77,16
19-01-2022 08:00,17.21091121,48.96849124,0.296008287,54,43
19-01-2022 09:00,26.57313829,13.16872818,4.849052752,61,45
19-01-2022 10:00,28.49933824,39.70136668,6.831918503,82,14
19-01-2022 11:00,10.92014622,70.44015394,8.212376009,73,17
19-01-2022 12:00,14.65253986,28.48855206,1.499413896,51,48
19-01-2022 13:00,16.97038739,10.39880775,7.540903662,47,22
19-01-2022 14:00,26.29932959,90.78984575,7.190770236,110,30
19-01-2022 15:00,29.70982855,70.90508098,5.595705341,107,15
